Time,Period,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC,DIN,RelPOB,RelKWH,RelSWH,RelHWH,RelMWH,RelFWH,RelBES,RelHAS,RelHOS,RelRIS,RelSBA,RelSBB,RelSHO,RelDEO,RelPEL,RelPES,RelREO,RelDEL,RelFLA,RelLRD,RelSSK,RelMES,RelGRH,RelMAC,RelHAD,RelSAI,RelRED,RelBWH,RelSSH,RelNCO,RelPCO,RelCAP,RelPWN,RelCEP,RelKCR,RelSCR,RelZG,RelZL,RelZM,RelZS,RelDF,RelPS,RelPL,RelBC,RelBD,RelBFF,RelSPO,RelCOR,RelPB,RelBB,RelDR,RelDL,RelDC,RelDIN,PelDemRatio,PiscivPlankRatio,DivCount,InfEpiRatio,BSSslope,HabitCover
1983,1,169.751083,112501.5382,89395.47176,46766.14236,797132.9186,836099.4584,5505.576616,162012.0419,100374.3822,5138.62021,25531.94234,4997.062874,576325.7868,1596457.284,2192303.125,877659.8602,694374.5326,89059.19262,92766.30171,2246329.669,312231.8428,25718979.09,576367.1364,4476094.94,361163.4161,1184933.882,536865.7261,3745202.577,6305778.835,3160795.679,2960622.464,1473563.625,16091665.35,26303896.79,4753.729467,1873.785581,6015828.569,1170554105,510253111.2,18602636.88,127274003.2,188911563.9,5435276937,13020855.78,707653115.1,9257283.274,9932184.808,10243501.9,2261281196,8636164599,3541653008,18294486267,0,76491198140,0.333831,3.21077,0.511328,0.36018,1.67234,1.226672,1.494568,1.144262,5.099395,1.028325,4.114663,0.931152,3.202245,1.416294,339.385005,7.022806,1.47411,1.180394,1.26851,14.231163,3.35723,7.333365,6.17589,11.052488,1.944035,3.33811,1.659035,3.197031,12.517182,3.090135,12.987684,0.254466,56.083695,17.749782,0.683336,1.864472,0.950162,61.217228,15.270535,0.302589,69.528329,4.131408,118.866987,3.582162,194.68215,1.201147,1.030163,1.017261,494.531714,1878.335926,5.467769,15.114748,1,0.994235,1.946357,1.11286E+27,27.86,18071988749,-1469964.418,0.293292
1983,2,164.900223,104446.4765,88227.39298,46773.47034,773293.5642,816032.6022,6449.391449,159350.2855,98727.72967,5053.823388,25995.12541,5036.602034,551223.1454,1298753.957,1694490.628,654525.3229,665634.4222,94616.98429,79251.24531,1509914.373,279794.4731,24039554.97,598972.5783,5606175.493,324599.6418,1201650.375,539990.505,3836836.337,6709218.189,3109691.968,3070728.598,3203500.891,16036247.4,27806183.76,4738.00371,1946.196199,6003459.982,1140104651,524980656.6,642338066,18320266.02,270637156,5725322588,13189150.92,745107864.7,9274886.509,9933403.95,10241301.11,2583307452,8658533302,3588596814,18953825097,0,75573497131,0.324291,2.980881,0.504646,0.360237,1.622326,1.197231,1.750781,1.125462,5.015739,1.011355,4.189308,0.93852,3.062767,1.152187,262.319888,5.237341,1.413097,1.254058,1.083702,9.565754,3.008452,6.854504,6.418111,13.842911,1.747223,3.385203,1.668691,3.275252,13.318023,3.040174,13.470699,0.553204,55.890549,18.76352,0.681075,1.936522,0.948209,59.624793,15.711292,10.448217,10.008151,5.918709,125.210151,3.628462,204.986311,1.203431,1.030289,1.017043,564.957363,1883.201042,5.540243,15.659488,1,0.982306,1.07273E+20,1.16846E+27,31.54,18734341048,-1371937.334,0.293558
1983,3,162.411831,106609.4205,87112.95318,46856.17477,804719.6677,831133.2802,6003.72975,159020.2565,100744.3117,5099.150421,25735.41356,4821.574028,561870.0386,1410097.066,1744050.525,722984.945,669546.8896,76150.93054,83250.91974,1718702.145,295163.2631,20258456.01,620390.1289,5018169.894,336317.0222,1213180.772,594228.6818,4176735.726,6983962.136,3276751.562,3179141.962,3727057.395,16771433.85,29695067.46,4722.073647,2440.801797,5995300.144,1133489277,692220401.3,534850794.3,379264088.4,765227076.6,7677729105,13360826.75,784326911.7,9290317.207,9934866.975,10237846.29,2747021827,8671490759,3625476811,19458323768,0,72909879793,0.319398,3.042611,0.498272,0.360873,1.688256,1.219386,1.629799,1.123131,5.118188,1.020426,4.147454,0.898451,3.121925,1.250965,269.992133,5.785137,1.421403,1.009308,1.138395,10.888486,3.173703,5.776382,6.647605,12.390993,1.810294,3.417686,1.836299,3.565402,13.863399,3.203499,13.946288,0.643615,58.452867,20.038133,0.678785,2.428669,0.94692,59.278825,20.716338,8.699838,207.187622,16.735161,167.908376,3.675691,215.775846,1.205433,1.030441,1.0167,600.760938,1886.019244,5.59718,16.0763,1,0.947685,1.0653E+20,1.16163E+27,32.38,19420662777,-1147675.573,0.293782
1983,4,160.047218,108732.9864,86321.30158,46949.82199,814722.5416,843145.0404,5827.642771,158804.8304,102655.797,5131.404366,25347.71562,4903.559583,572036.5767,1385095.041,1902823.642,788327.7792,675791.2332,82627.01087,86641.51757,1924285.929,292657.8639,22740495.43,621277.7654,4316646.983,348091.8318,1226618.435,636548.2908,4504354.578,7431057.361,3231786.335,2985473.081,4014576.066,22094436.84,33945225.72,4705.937106,2454.662625,5981253.412,1249506618,815849537.5,127770746,74528140.08,455875069,6345960820,13536968.07,825626957,9300563.309,9935613.031,10233286.02,2767483767,8687182676,3627716915,19299312467,0,74931694066,0.314748,3.103217,0.493744,0.361595,1.709242,1.237009,1.581998,1.12161,5.215299,1.026881,4.084973,0.913728,3.178413,1.228785,294.571405,6.307994,1.434659,1.095142,1.184758,12.19092,3.146764,6.484097,6.657116,10.658775,1.873674,3.455541,1.967076,3.845068,14.750898,3.159539,13.096699,0.693266,77.004936,22.906125,0.676466,2.442461,0.944701,65.346259,24.416233,2.078308,40.713868,9.969776,138.783221,3.72415,227.137884,1.206763,1.030519,1.016247,605.23587,1889.432182,5.600638,15.944927,1,0.973964,4.7879E+19,1.335E+27,31.18,20137933296,-1293593.282,0.293282
1983,5,162.393481,111373.2828,86635.63452,47021.41188,788629.1915,831716.2291,5680.799972,156268.4171,104436.5719,5139.180809,25298.00299,4962.531246,568711.8049,1505785.85,2065151.865,851082.0208,682889.0178,82926.41767,89885.49693,2117604.226,308672.5313,24308344.55,549308.4941,4316646.983,358749.0899,1248306.944,642333.3014,4825760.78,7603052.251,3179429.005,2996820.421,4069672.023,32275278.79,44872890.6,4690.01402,2488.247669,6343403.974,1253933793,796544476.2,66983737.46,5207670.212,285243351.4,6308882445,13716647.36,868434375.5,9285684.912,9936261.828,10226837.86,2459302280,8716822590,3645168223,18874320669,0,76524375648,0.319362,3.17857,0.495542,0.362146,1.654499,1.220241,1.542135,1.103695,5.305769,1.028437,4.076962,0.924717,3.15994,1.335855,319.701035,6.810137,1.449727,1.09911,1.229117,13.415649,3.318959,6.931145,5.885951,10.658775,1.931039,3.516641,1.984953,4.119431,15.092314,3.108352,13.146478,0.702781,112.487853,30.280077,0.674177,2.475879,1.001901,65.57779,23.838484,1.089552,2.844891,6.23814,137.972334,3.773581,238.914615,1.204832,1.030586,1.015606,537.838007,1895.87876,5.62758,15.593802,1,0.994666,2.351609,1.17113E+27,27.96,20892804587,-1386889.652,0.288173
1984,1,170.373467,113151.5479,86664.52935,44099.58658,789667.6322,832287.1133,5576.661562,159910.7513,102620.801,5148.271446,25798.79523,5011.169916,582193.4189,1617264.536,2215672.493,904571.0213,686085.3807,88845.38969,93172.64035,2308824.838,324671.1091,25940326.15,572265.8641,4316646.983,365230.9762,1115644.939,564073.517,3666661.828,6887191.694,3113256.527,3105728.318,1831247.809,26275051.58,29873195.22,4677.28065,2016.902577,6353899.144,1224407138,677118470.4,328037463.4,3567235.715,330431760.6,8680566272,13898456.81,913425219.5,9295564.381,9937344.938,10218432.53,2411395115,8741866730,3660622974,18706700873,0,75061212151,0.335055,3.229322,0.495707,0.339643,1.656678,1.221079,1.513865,1.129421,5.213521,1.030256,4.157668,0.93378,3.234848,1.434754,343.002759,7.238142,1.456513,1.177561,1.274067,14.627088,3.490982,7.396479,6.131944,10.658775,1.965929,3.142915,1.743113,3.129986,13.671306,3.043659,13.624236,0.316233,91.57548,20.158333,0.672346,2.006877,1.003559,64.033615,20.264377,5.33583,1.94874,7.226389,189.83996,3.823599,251.292027,1.206114,1.030698,1.014772,527.360932,1901.325774,5.65144,15.455316,1,0.975648,1.986189,1.06493E+27,27.84,21682763368,-1483265.785,0.288204
1984,2,165.486016,103921.7893,85469.76697,44109.47174,784241.8742,823226.5907,6520.626866,157106.3484,99971.52549,5063.66537,26258.59159,5049.520341,556402.4341,1316628.129,1710435.589,672708.1282,657090.3451,94252.07948,79531.15422,1552016.398,290694.9018,24309480.55,594350.3771,5295529.05,316535.1857,1138153.299,570432.1665,3796810.524,7350706.948,3095012.48,3215497.846,2893774.03,26112821.65,32278133.79,4663.451326,2061.48381,6345415.816,1193118722,687898892.1,70603636.83,28726884.87,374628468.1,8645819206,14081333.45,959697527.5,9304307.384,9937866.381,10209293.67,2526620123,8769764275,3689143046,18796148710,0,76197240450,0.325443,2.965906,0.488873,0.339719,1.645295,1.207785,1.770118,1.109614,5.078928,1.013325,4.231768,0.940927,3.091545,1.168044,264.788288,5.382835,1.394959,1.249221,1.087529,9.832483,3.125657,6.931469,6.368584,13.075855,1.703814,3.206324,1.762763,3.241085,14.5914,3.025823,14.105774,0.499718,91.010066,21.781177,0.670358,2.051237,1.002219,62.397304,20.587007,1.148433,15.693168,8.192951,189.080058,3.87391,264.021983,1.207249,1.030752,1.013864,552.560107,1907.393394,5.695471,15.529217,1,0.990414,1.05429E+20,1.11225E+27,31.52,22520879850,-1387458.29,0.288438
1984,3,162.979543,105397.1359,84312.70136,44182.62544,813869.8027,838585.0423,6064.919137,156986.9543,101167.6547,5108.908113,25990.4436,4832.52121,567016.1188,1430035.805,1762834.885,742420.8186,660747.9602,75767.88756,83523.62835,1764997.12,306645.6366,20700283.97,615557.0187,5264961.522,347163.8078,1156042.286,605897.803,4147405.365,7683736.317,3286737.939,3323636.567,3315899.7,26407043.46,38279176.88,4649.427702,2533.06154,6342518.197,1165238494,921680206.6,83974248.8,2357977443,491970401.2,6565887002,14267900.68,1007791510,9311631.705,9938825.023,10199341.95,2769394927,8809775688,3732555965,19470768911,0,75341238731,0.320514,3.008012,0.482255,0.340283,1.707453,1.230318,1.64641,1.10877,5.139696,1.022379,4.188554,0.900491,3.150518,1.268654,272.900093,5.940658,1.402724,1.004231,1.142124,11.181779,3.297165,5.902363,6.595817,13.000377,1.868679,3.256719,1.872359,3.540364,15.252474,3.213262,14.580158,0.572614,92.035506,25.830661,0.668342,2.52047,1.001761,60.939234,27.583467,1.365918,1288.136038,10.759165,143.592905,3.925236,277.253098,1.208199,1.030852,1.012876,605.653831,1916.095738,5.762494,16.086582,1,0.979288,1.04094E+20,1.10079E+27,32.18,23397124901,-1173336.492,0.28875
1984,4,160.597583,107027.7121,83456.41303,44264.84637,821750.4432,849627.8223,5882.939804,156834.119,103440.4326,5140.717605,25573.67034,4913.387875,577626.0666,1404943.658,1923076.057,808946.5414,665971.0647,82144.0844,86905.16851,1973740.521,304739.026,23131215.91,616024.218,4553640.676,397225.0696,1175802.556,626954.1948,4492655.924,8116822.222,3268492.433,3070586.622,3387323.842,32430601.16,49310469.33,4635.158895,2504.450978,6333118.629,1188139662,840768816.4,251063036.6,570340272.2,488718399.1,4930622745,14459111.46,1057761423,9316268.799,9939396.552,10189281.69,3122141605,8845866069,3756598056,20004608838,0,77412538284,0.31583,3.054549,0.477357,0.340916,1.723986,1.24652,1.597009,1.107691,5.255162,1.028744,4.121387,0.91556,3.20947,1.246393,297.706631,6.47298,1.413812,1.088741,1.188364,12.50423,3.276665,6.595505,6.600823,11.243966,2.138144,3.312386,1.937428,3.835082,16.112164,3.195425,13.470076,0.584948,113.029192,33.27454,0.666291,2.492002,1.000276,62.136911,25.162002,4.08377,311.570351,10.688045,107.830434,3.97784,291.000299,1.208801,1.030911,1.011877,682.797895,1923.945271,5.799611,16.527636,1,1.00621,4.67483E+19,1.26455E+27,31.1,24295210456,-1316292.252,0.289105
1984,5,163.038594,109273.4414,83998.79514,44328.66841,794640.8406,837145.5951,5733.169811,154250.1001,106025.8963,5147.503054,25509.29524,4971.246382,574081.0061,1530499.172,2086866.735,872907.4306,672262.446,82383.32052,90178.17542,2169892.089,321317.2918,24973948.1,545394.6071,4553640.676,444796.9994,1203555.921,621775.9943,4839844.916,8432770.598,3222252.959,3065756.162,3377963.977,48187373.77,65433947.76,4621.357902,2488.749976,6322238.528,1171540881,676899398.6,14358040.85,118725720,386225269.7,4670929225,14653917.34,1108801148,9314458.945,9940647.537,10181799.95,2864854954,8886620632,3773011668,19802531889,0,79007929590,0.32063,3.118641,0.480459,0.341407,1.667111,1.228207,1.556352,1.08944,5.386513,1.030102,4.111013,0.926341,3.189773,1.35778,323.06266,6.984778,1.427168,1.091912,1.23312,13.746908,3.45492,7.120931,5.844013,11.243966,2.39421,3.390571,1.921427,4.131454,16.739332,3.150219,13.448886,0.583331,167.945698,44.15461,0.664308,2.476379,0.998558,61.268834,20.257821,0.233547,64.858499,8.446568,102.151057,4.031433,305.041817,1.208566,1.031041,1.011134,626.530497,1932.809247,5.824951,16.360682,1,1.026947,2.349173,1.09824E+27,27.94,25223062059,-1425889.663,0.289863
