Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC,TsActKWH,TsActSWH,TsActHWH,TsActMWH,TsActFWH,TsActBES,TsActHAS,TsActHOS,TsActRIS,TsActSBA,TsActSBB,TsActSHO,TsActDEO,TsActPEL,TsActPES,TsActREO,TsActDEL,TsActFLA,TsActLRD,TsActSSK,TsActMES,TsActGRH,TsActMAC,TsActHAD,TsActSAI,TsActRED,TsActBWH,TsActSSH,TsActNCO,TsActPCO,TsActCAP,TsActPWN,TsActCEP,TsActKCR,TsActSCR,TsActZG,TsActZL,TsActZM,TsActZS,TsActDF,TsActPS,TsActPL,TsActBC,TsActBD,TsActBFF,TsActSPO,TsActCOR,TsActPB,TsActBB,TsActDR,TsActDL,TsActDC
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15689.76715,0,0,0,0,0,67380.43506,212868.199,72037.92071,310788.097,82185.35515,1055584.78,127155.1842,1636137.541,0,155496.8862,137599.3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16165.76881,0,0,0,0,0,67220.30917,213705.3089,66403.30117,339597.8374,79164.28177,1058585.88,123600.5005,1599339.064,0,141373.1221,146305.4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16767.73322,0,0,0,0,0,67031.6749,213839.431,69403.858,366450.431,79730.19574,1058955.079,121631.3808,1585224.204,0,109194.3681,181931.0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17115.88797,0,0,0,0,0,66834.74236,212844.8534,70943.56874,391041.2217,82472.63337,1057593.463,116899.2708,1600523.841,0,122800.7423,192988.6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17360.26257,0,0,0,0,0,66565.2529,211513.4645,70609.11321,411726.7089,78539.14688,1054997.016,109182.941,1603646.932,0,129305.5027,161553.0502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17529.27023,0,0,0,0,0,66070.34854,210610.6724,66978.38963,428361.013,78811.74618,1052470.155,100050.9671,1571737.921,0,119642.9995,191306.3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17716.37518,0,0,0,0,0,65774.81958,210137.4812,60162.11972,442688.3475,76321.54482,1052529.672,93265.30984,1560652.096,0,130900.6431,237528.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17896.63653,0,0,0,0,0,65745.4138,210743.9325,54173.64009,458106.3838,77622.42111,1053770.018,83625.50537,1583955.622,0,133183.4578,239103.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18118.75046,0,0,0,0,0,65746.84781,210505.807,48418.00842,474890.9002,78357.36332,1051534.517,74058.98136,1588627.612,0,123695.6633,235792.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18337.17409,0,0,0,0,0,65592.72402,210493.7849,43756.71151,491508.2582,78428.0141,1051503.315,65359.25438,1566396.08,0,144821.9599,278854.3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18563.52131,0,0,0,0,0,65580.0098,209827.2656,38857.57635,508459.7253,76515.87886,1050129.61,56748.4147,1571670.944,0,146074.1029,310357.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18776.18716,0,0,0,0,0,65383.52536,209735.0523,35085.2067,525868.8361,79810.68735,1049450.261,49402.14869,1534728.942,0,138822.098,352291.4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19109.63642,0,0,0,0,0,65203.55862,209228.0581,33037.5403,543344.2483,80134.92648,1046671.838,44350.56763,1538739.934,0,112680.0501,395544.8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19674.82143,0,0,0,0,0,65093.50517,209343.5477,31177.08065,562761.9367,86529.40825,1048502.392,39969.82622,1558679.556,0,112621.2149,460781.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20216.88112,0,0,0,0,0,65129.98338,210399.2414,30205.72351,585641.5884,83465.91673,1051839.192,34963.80206,1552592.113,0,157525.3686,491300.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20663.41265,0,0,0,0,0,65342.41853,211205.1942,29512.24813,605986.6444,80726.51997,1056136.909,32457.5027,1572733.507,0,153880.6082,497665.9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21026.78194,0,0,0,0,0,65513.28094,212510.6836,28701.39198,620077.9894,78759.71232,1058313.61,29180.22226,1575054.643,0,118322.8003,493707.7739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21286.30369,0,0,0,0,0,65870.05206,213425.3246,27898.27502,629800.259,80383.27842,1059772.427,25378.55956,1598590.005,0,127174.2306,488568.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21580.02562,0,0,0,0,0,66349.37786,214176.1667,26563.84245,638705.7507,81912.14465,1062227.645,23630.08958,1652381.355,0,153771.7531,495964.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21636.0151,0,0,0,0,0,66468.1864,213869.0485,25149.95432,645328.9873,79383.23307,1062920.844,21254.07699,1641891.161,0,138646.7744,506644.2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21734.14892,0,0,0,0,0,66366.97345,214197.2256,24128.13296,649926.3799,81124.46095,1062123.648,19000.91894,1618941.375,0,135602.764,533348.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21761.30358,0,0,0,0,0,66386.30035,213567.3365,23244.80542,654413.632,79766.92111,1060150.156,19862.68668,1612200.261,0,146092.2121,557504.3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21703.44795,0,0,0,0,0,66347.71971,211684.199,22734.67775,655995.2951,79536.63411,1056418.001,19455.32113,1597129.54,0,123364.142,590811.5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21672.98697,0,0,0,0,0,66343.97284,210100.5021,22302.06556,655045.0563,78412.04603,1053613.298,16340.67496,1596778.962,0,95299.16638,591262.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21719.01434,0,0,0,0,0,66322.23446,209083.9274,21720.33285,652014.4466,79041.56495,1050987.779,13003.73867,1570631.015,0,91090.17302,590247.1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21821.46179,0,0,0,0,0,66400.8588,208952.1632,20867.47254,655102.091,79795.00998,1051956.938,10218.67134,1591290.085,0,92419.60879,669946.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21874.67534,0,0,0,0,0,66443.00457,208696.2388,19937.87384,659652.0449,78082.23174,1051772.941,8626.212394,1601332.985,0,126132.1813,622332.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21985.13256,0,0,0,0,0,66330.39543,208679.3662,19374.68414,664034.1664,79126.28692,1054720.572,7359.944511,1598323.942,0,140332.2387,707942.3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21842.36773,0,0,0,0,0,66159.80742,209018.1662,31133.26813,667040.1683,76965.01686,1053578.661,6329.389446,1582133.365,0,122312.1431,607164.4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22032.7388,0,0,0,0,0,66082.15543,209151.3672,93905.51678,670383.0886,79801.9885,1053156.928,5996.810884,1590932.909,0,117892.8506,698218.3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22225.85506,0,0,0,0,0,65841.88113,209882.5172,138741.7496,678562.3327,81234.36453,1051523.319,7827.261883,1596313.051,0,134478.7932,650790.7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22181.88601,0,0,0,0,0,65779.3126,211837.0977,165717.8306,689456.6941,79474.63955,1054336.35,8594.836957,1603847.426,0,140051.2687,674572.5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22265.51579,0,0,0,0,0,65628.56421,212593.0516,173314.5783,693020.9305,81292.55585,1052532.926,7322.623234,1591276.185,0,135061.5307,464570.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22267.82077,0,0,0,0,0,65355.88796,212404.258,157832.4873,694657.0466,82306.64198,1049987.03,6068.625102,1557929.388,0,151447.4398,561677.6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22520.83939,0,0,0,0,0,65433.48983,212674.108,142279.9777,697105.317,83722.8859,1054151.296,5508.291083,1580268.233,0,146141.9575,693004.9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22626.96259,0,0,0,0,0,65304.76085,212503.1562,126720.8873,698725.3475,82099.02677,1055793.521,5352.352366,1566606.422,0,120102.5833,739507.0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22694.43805,0,0,0,0,0,65279.69492,211485.7177,118110.2197,699195.1253,82376.36467,1054401.352,5346.136081,1570660.423,0,125012.6973,644081.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22837.55146,0,0,0,0,0,65222.57732,208665.2546,111643.2755,698719.2353,87606.59992,1052618.306,4847.122925,1582804.543,0,150647.8985,698489.7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22991.77441,0,0,0,0,0,65351.76739,208089.8504,105914.9383,702416.7924,89074.64622,1054212.763,4414.928119,1586244.437,0,131458.4377,948185.0517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
