rgn_id,stock_id_taxonkey,Year,meancatch
1,Melanogrammus_aeglefinus-27_601381,2014,638437.0821
1,Melanogrammus_aeglefinus-27_601381,2015,638437.0821
1,Pollachius_virens-27_601343,1981,35863.01551
1,Pollachius_virens-27_601343,1982,35863.01551
1,Pollachius_virens-27_601343,1983,35863.01551
1,Pollachius_virens-27_601343,1984,35863.01551
1,Pollachius_virens-27_601343,1985,35863.01551
1,Pollachius_virens-27_601343,1986,35863.01551
1,Pollachius_virens-27_601343,1987,35863.01551
1,Pollachius_virens-27_601343,1988,35863.01551
1,Pollachius_virens-27_601343,1989,35863.01551
1,Pollachius_virens-27_601343,1990,35863.01551
1,Pollachius_virens-27_601343,1991,35863.01551
1,Pollachius_virens-27_601343,1992,35863.01551
1,Pollachius_virens-27_601343,1993,35863.01551
1,Pollachius_virens-27_601343,1994,35863.01551
1,Pollachius_virens-27_601343,1995,35863.01551
1,Pollachius_virens-27_601343,1996,35863.01551
1,Pollachius_virens-27_601343,1997,35863.01551
1,Pollachius_virens-27_601343,1998,35863.01551
1,Pollachius_virens-27_601343,1999,35863.01551
1,Pollachius_virens-27_601343,2000,35863.01551
1,Pollachius_virens-27_601343,2001,35863.01551
1,Pollachius_virens-27_601343,2002,35863.01551
1,Pollachius_virens-27_601343,2003,35863.01551
1,Pollachius_virens-27_601343,2004,35863.01551
1,Pollachius_virens-27_601343,2005,35863.01551
1,Pollachius_virens-27_601343,2006,35863.01551
1,Pollachius_virens-27_601343,2007,35863.01551
1,Pollachius_virens-27_601343,2008,35863.01551
1,Pollachius_virens-27_601343,2009,35863.01551
1,Pollachius_virens-27_601343,2010,35863.01551
1,Pollachius_virens-27_601343,2011,35863.01551
1,Pollachius_virens-27_601343,2012,35863.01551
1,Pollachius_virens-27_601343,2013,35863.01551
1,Pollachius_virens-27_601343,2014,35863.01551
1,Pollachius_virens-27_601343,2015,35863.01551
1,Gadus_morhua-27_600069,1981,640210.5393
1,Gadus_morhua-27_600069,1982,640210.5393
1,Gadus_morhua-27_600069,1983,640210.5393
1,Gadus_morhua-27_600069,1984,640210.5393
1,Gadus_morhua-27_600069,1985,640210.5393
1,Gadus_morhua-27_600069,1986,640210.5393
1,Gadus_morhua-27_600069,1987,640210.5393
1,Gadus_morhua-27_600069,1988,640210.5393
1,Gadus_morhua-27_600069,1989,640210.5393
1,Gadus_morhua-27_600069,1990,640210.5393
1,Gadus_morhua-27_600069,1991,640210.5393
1,Gadus_morhua-27_600069,1992,640210.5393
1,Gadus_morhua-27_600069,1993,640210.5393
1,Gadus_morhua-27_600069,1994,640210.5393
1,Gadus_morhua-27_600069,1995,640210.5393
1,Gadus_morhua-27_600069,1996,640210.5393
1,Gadus_morhua-27_600069,1997,640210.5393
1,Gadus_morhua-27_600069,1998,640210.5393
1,Gadus_morhua-27_600069,1999,640210.5393
1,Gadus_morhua-27_600069,2000,640210.5393
1,Gadus_morhua-27_600069,2001,640210.5393
1,Gadus_morhua-27_600069,2002,640210.5393
1,Gadus_morhua-27_600069,2003,640210.5393
1,Gadus_morhua-27_600069,2004,640210.5393
1,Gadus_morhua-27_600069,2005,640210.5393
1,Gadus_morhua-27_600069,2006,640210.5393
1,Gadus_morhua-27_600069,2007,640210.5393
1,Gadus_morhua-27_600069,2008,640210.5393
1,Gadus_morhua-27_600069,2009,640210.5393
1,Gadus_morhua-27_600069,2010,640210.5393
1,Gadus_morhua-27_600069,2011,640210.5393
1,Gadus_morhua-27_600069,2012,640210.5393
1,Gadus_morhua-27_600069,2013,640210.5393
1,Gadus_morhua-27_600069,2014,640210.5393
1,Gadus_morhua-27_600069,2015,640210.5393
1,Mallotus_villosus-27_600252,1981,153935.3586
1,Mallotus_villosus-27_600252,1982,153935.3586
1,Mallotus_villosus-27_600252,1983,153935.3586
1,Mallotus_villosus-27_600252,1984,153935.3586
1,Mallotus_villosus-27_600252,1985,153935.3586
1,Mallotus_villosus-27_600252,1986,153935.3586
1,Mallotus_villosus-27_600252,1987,153935.3586
1,Mallotus_villosus-27_600252,1988,153935.3586
1,Mallotus_villosus-27_600252,1989,153935.3586
1,Mallotus_villosus-27_600252,1990,153935.3586
1,Mallotus_villosus-27_600252,1991,153935.3586
1,Mallotus_villosus-27_600252,1992,153935.3586
1,Mallotus_villosus-27_600252,1993,153935.3586
1,Mallotus_villosus-27_600252,1994,153935.3586
1,Mallotus_villosus-27_600252,1995,153935.3586
1,Mallotus_villosus-27_600252,1996,153935.3586
1,Mallotus_villosus-27_600252,1997,153935.3586
1,Mallotus_villosus-27_600252,1998,153935.3586
1,Mallotus_villosus-27_600252,1999,153935.3586
1,Mallotus_villosus-27_600252,2000,153935.3586
1,Mallotus_villosus-27_600252,2001,153935.3586
1,Mallotus_villosus-27_600252,2002,153935.3586
1,Mallotus_villosus-27_600252,2003,153935.3586
1,Mallotus_villosus-27_600252,2004,153935.3586
1,Mallotus_villosus-27_600252,2005,153935.3586
1,Mallotus_villosus-27_600252,2006,153935.3586
1,Mallotus_villosus-27_600252,2007,153935.3586
1,Mallotus_villosus-27_600252,2008,153935.3586
1,Mallotus_villosus-27_600252,2009,153935.3586
1,Mallotus_villosus-27_600252,2010,153935.3586
1,Mallotus_villosus-27_600252,2011,153935.3586
1,Mallotus_villosus-27_600252,2012,153935.3586
1,Mallotus_villosus-27_600252,2013,153935.3586
1,Mallotus_villosus-27_600252,2014,153935.3586
1,Mallotus_villosus-27_600252,2015,153935.3586
